player_name,league_name,player game win %,player true games total,Z-Goals per average per game,Z-Assists per average per game,Z-Shots per average per game,Z-Saves per average per game,Z-Nonstandard points per average per game
SleevelessKen,RisingStar,0.0%,3,-2.9341576798682008,0.4357372791956933,-2.0240086092278564,-1.6011892769375045,3.855743038389963
Goosy,Challenger,0.0%,3,-1.34830182490942,-0.9301443442254355,-0.20802186174646317,3.0285680700618522,3.423147085625374
Mexi,Challenger,0.0%,3,-1.34830182490942,0.802255982275307,0.40184031800592657,2.2607933051976206,3.423147085625374
Prussia,Premier,0.0%,6,-1.817145016814701,-0.5683044639305191,-1.3147269944901598,0.6102603627111234,2.7201319432014683
buoy_.,Premier,33.3%,3,-1.5045179629235745,-0.007850325382555673,-1.843249296634183,0.38250547627958537,2.196606422673089
SlayPanther,Premier,0.0%,3,-1.1976480031151973,-1.964235360000744,-0.22285055437370696,-0.8304421830780673,2.134244645825776
DeCarlo,Premier,75.0%,8,0.5981777182350634,-0.25039538954796065,1.6848403056565147,0.2601931958714981,2.1323002166365566
Mexi,Premier,33.3%,15,0.9050675169508826,-0.4144441595844538,-0.0445799966277469,-0.038245329526551755,2.048905252278356
SlowHandsMcGee,Premier,33.3%,15,-0.7124043850149162,0.09976879440413394,0.5173821577625781,-0.6480542140976446,2.048905252278354
riotical.,Challenger,40.0%,5,0.7840099845817218,-0.3703897849485143,1.3069716994617124,1.8740920885487249,1.6446112052288335
MeanVoltage,Challenger,42.9%,7,-0.953135080554105,1.2503492488879715,-1.2287974070954226,-0.6753376497429713,1.5013801396980286
Ryu Protex,Challenger,51.3%,39,-0.549132649223848,0.34537288919685916,0.09522540471553001,-0.254234816576386,1.4206731593231154
Tekani,RisingStar,44.4%,45,0.30878464535227745,-0.10425298849682282,0.8870159355013537,0.8435357913217107,1.3884600139260748
H-town11,RisingStar,18.2%,11,0.8375404084545789,-1.3626775030427283,0.42553125642131095,-0.2605197036400235,1.3586609344478509
2xmichael,RisingStar,25.0%,8,0.1546710376493102,0.015670337946157572,-1.2444040158804575,-0.30738769463049703,1.311620907583889
Lord,Premier,30.0%,10,-0.6040717853039281,1.2514837335997993,0.48402368659402156,-0.6123600117497954,1.3013644443084427
iChaotic,Challenger,52.9%,17,1.851854832134343,-0.9447378441637743,0.9775341407212998,1.0788172536039904,1.1966929339566155
Jackz,RisingStar,57.6%,33,0.6449260678937212,1.3123592695815365,1.7540320018440159,-1.3299571902749812,1.164613149535939
Doty,RisingStar,51.2%,41,-0.7538486509086005,0.0784873061531303,0.3418314726045094,0.6355164984526522,1.1407543930839892
Fyre,RisingStar,54.5%,44,0.3788911986463728,1.783555927781022,0.35164387748173564,-0.6296444554657329,1.1224150511123618
Tekani,Premier,40.0%,5,-0.18163286853080932,-0.30222657120186536,-1.1706240064069209,0.11431931421952397,1.1081385420676402
Tyrant,RisingStar,53.8%,39,1.1367680995126554,0.34215774971982793,1.6449938325164941,-0.19387374653464953,1.08906509529449
kuro.,RisingStar,42.9%,7,0.3889529826328681,-1.2485966750248763,1.6804435809499758,0.927229353436925,1.0698346431793853
riotical.,Premier,0.0%,1,1.0423656230070506,-1.964235360000744,-1.9444580207620255,-0.6644895202672583,1.0062925939421006
Schmorky,Premier,25.0%,4,-1.590158785257499,-0.9656638319143771,-1.2256393339008291,1.2314027842738315,1.000531039319162
Zer0Vibes,RisingStar,66.7%,15,2.003883119271289,-0.03044841255350042,1.6460371604794986,-0.7118545363262958,0.9868106886281882
Papo,Premier,40.0%,25,0.45628630364688,-0.6526048460423907,-0.43096503355096505,1.1952872418437825,0.9430378714488443
Goff,Challenger,50.0%,22,0.37495992290737545,0.6417014617923461,1.4335822433455088,0.978107355068993,0.9224546729576341
Kye,Premier,56.8%,37,0.33848763929849823,1.4188268001656317,0.1068261800693913,0.35631124531005415,0.9192210175887147
Raider,Challenger,58.6%,29,0.048344116591651526,-0.505499891978137,0.748511994117607,0.5031151045681949,0.9183927148429842
Freight Cabbage,RisingStar,41.7%,12,-0.4046794875764465,-1.6050829849486925,-0.9522435545133645,0.5098811967318834,0.9045493506100137
Tibbles,Challenger,45.0%,20,-1.3055551556487108,0.593764016882676,-0.909954867257987,0.3432691403658424,0.785321447795466
Delephant,Challenger,41.0%,39,1.2492056788830617,0.0711892478640269,1.302021574752128,-0.6818905144467728,0.7656211407253848
Ceij,Challenger,40.0%,5,0.5962345525742117,-0.56546679650406,-1.2734794495149668,1.6723377471607384,0.7564604095832247
Berf,Premier,52.5%,40,1.1361509013570217,-0.14671455636374184,0.7395319869456446,0.38087510687020226,0.7494981951442763
QUIKHorizon,RisingStar,42.9%,14,-0.10022577524839639,2.6424285756346557,-0.5501891012178174,-0.348766566296133,0.7331864400968672
peydirt,RisingStar,59.5%,42,0.32934403289059067,1.6218140150008586,0.19085304214161578,-0.7068781319548516,0.7118561308380122
AwkSauce,Challenger,50.0%,24,0.625050892902197,0.6280334112599097,0.2975388551177805,-0.11226316932220635,0.7081446798050802
Notice,Premier,45.9%,37,0.15839425522566253,-0.1074767121402519,1.1457454194605925,0.1353579202335575,0.6968444046854717
ctnivlac,RisingStar,59.4%,32,1.68199250171619,-0.3522817639164678,1.512442361093184,1.1764481055749494,0.6879264748030928
Blake,Challenger,60.0%,5,0.010026684469340158,1.7419284808013802,-1.061580875909316,0.28600518905845457,0.6876655317363543
Schmorky,Challenger,18.2%,11,-0.778520754134761,-1.2368546388522854,-1.3231184529660935,0.1136477940682969,0.6644080108995364
Benny,RisingStar,36.0%,25,-0.3287223439772353,1.1638212679178794,-0.4184736932049312,-0.11046936385663034,0.6440142745171885
mako,Premier,56.8%,37,0.2387976577179177,0.8222187610395789,0.18331417264892533,-0.2832474775691696,0.6372214558998257
Jackz,Challenger,41.7%,12,-0.8446065061644331,-0.7396810156628693,1.13799459311233,-1.213136350676537,0.6194205850515512
PaulyB,Premier,51.5%,33,0.16719179649672017,-0.606489158887657,0.372654647054836,0.016118064609571985,0.6011572968176329
Aostine,Premier,52.5%,40,-0.5424749700772443,-0.219714838136777,0.19695814497394062,0.8891841806059428,0.5997430723673338
Trash,Challenger,57.9%,38,1.0086278642709852,0.7665951525265532,1.4735092113823278,-0.049165932744462085,0.5767018933260832
Doty,Challenger,66.7%,12,-0.6034953648238853,0.6596817676876914,0.3356741374631704,-0.2797021081224973,0.5752184039456
Onion,Challenger,25.0%,4,-0.41746409175552174,-1.3013729856184515,-0.37795517067322604,-0.9223593685908469,0.5628928523648925
Purg,Premier,53.3%,45,0.97543378414495,0.6474443776082578,0.9653718389478166,1.2954354188961086,0.47329519952103943
Voltdestroyer,Premier,53.3%,45,0.37608708020710124,0.6634784206549077,0.6978332419566845,0.7009610587442039,0.47329519952103943
Dorca,Premier,50.0%,42,0.22759875864920903,0.06949988067065856,0.6302601769147393,-0.80474750748872,0.465056218672788
Stero,RisingStar,50.0%,22,-0.9050386910984551,0.0636586542473549,-0.5926272560748822,0.1297866198187135,0.455283608768559
Veltri,Premier,45.5%,33,0.3994522378126049,-0.4470537462719252,1.3024954098195978,0.7787264499122067,0.4514564183953025
Lege,Premier,25.0%,4,0.38987564467290886,-0.9254798670014448,0.9618662606678096,-0.23996624726707258,0.3921925490889111
dinger022,RisingStar,50.0%,40,0.3332929766260837,0.15630817049819942,0.1793107221155244,-1.2912195546389953,0.38482191484420636
tjack,Challenger,48.7%,39,-0.17899554003172413,-0.11568128163060293,0.296522883476378,0.11366948858168889,0.36467653374672193
Onion,RisingStar,46.2%,13,-0.5340709268714664,-0.009433662243218127,-0.7825592070062208,0.5326725986894475,0.3641059391724756
Saber,Challenger,47.7%,44,-0.3680414161868884,-0.6217241810125382,0.9026968019826743,0.11666695213871954,0.3487554414523953
Theobald the Bird,Challenger,47.7%,44,0.592559617059276,0.06817445814779945,0.6841164698535331,-0.9738337087696387,0.3487554414523953
Bacaw,RisingStar,50.0%,18,-0.910049865978039,-1.294209888035004,-0.8659815233431766,-0.3049089752471403,0.331471611083032
Stewy,Challenger,47.1%,34,-0.39485338801149517,-0.1790757302359328,0.28199504077246246,0.7337720223199843,0.3177020707709082
Murk,RisingStar,33.3%,9,-1.4536056126109342,-0.234413432919284,-1.4253218319402008,1.7542879615187463,0.3028850043980856
Trash,Premier,60.0%,5,-0.23424242337196746,1.9049850423691324,2.136394524331853,1.10778782815357,0.28324383309082096
ambrosia,Premier,70.5%,44,2.204505336121085,1.141130663895109,2.201143257888566,-0.3935580554960077,0.25473639715945745
Elephant,Premier,69.4%,36,-0.03991354669751935,-0.10476445939527516,-0.09006506503102804,-0.08378413878707593,0.24871559333319043
MaleficentRL,RisingStar,46.7%,30,-0.2730782091015287,-1.0863057955797772,-0.6632905845659528,-0.34329952004854813,0.2486791609924849
