player_name,league_name,player game win %,player true games total,Z-Goals per average per game,Z-Assists per average per game,Z-Shots per average per game,Z-Saves per average per game,Z-Nonstandard points per average per game
Berf,Challenger,42.9%,14,-0.7707909947660196,-0.5194908744340901,-0.9455602053823061,-0.29140331732319413,-0.43850392800536
Thermal,Challenger,42.9%,14,0.1058796328128448,-0.03165677074279165,0.21277098236505496,-0.8157215582135965,-0.43850392800536
KaseADilla,RisingStar,39.3%,56,0.013299693393239814,-0.5622885321480663,-0.05102633049492895,-0.36699588631067104,-0.44372085546484763
AlphaLAG,Challenger,38.5%,39,-0.6084735061440288,-0.34781674183615335,-1.1461259926516452,-0.8324281099345138,-0.45171240265491236
relax,Challenger,40.0%,10,0.36642332899926267,-0.06834290763200805,0.5323202702945875,-1.4885371498144238,-0.4564852847265464
MateItsNate,Challenger,58.1%,62,0.45992471626787207,0.46793057806825117,0.3169225874816177,-0.3516396499119816,-0.4586238507332555
Wubik,Challenger,58.1%,62,0.5002935580714785,0.17728173336682818,0.7938577634415868,1.335720643871856,-0.4586238507332555
FusionBleach,Challenger,60.5%,43,1.2862811594925514,1.1110841489933645,1.3640682824798052,0.9473288983573848,-0.4589830282918934
FightingHamster3,Prospect,55.6%,9,-0.44710263635362035,-1.3563823892603484,0.47071018241389145,1.6081904760501746,-0.4611058604920866
Jbushy,Prospect,55.6%,9,0.2363918926453519,-0.2924440996212575,-0.7222031804220671,-0.07631407848258391,-0.4611058604920866
IamGatman,Premier,62.7%,51,0.8535185604528166,1.0909470859101236,1.0224838966847478,-1.346829563959713,-0.4645957254615529
Sog.,Premier,0.0%,3,-2.431057317911047,-2.5422639752217293,0.41387822970109,-0.2915889315576443,-0.4913468544807928
Stero,Prospect,28.0%,50,-0.3438178061691229,0.08447995364685218,-0.1606670334749851,0.345352634632134,-0.5107018847599608
Inamis,Challenger,75.0%,12,0.8894176988987882,0.4872821577512259,0.2318059713921722,-1.1365568209045007,-0.5199218166869557
TheBeast,Prospect,59.0%,39,-0.13093438761205006,0.18239035339675777,0.24882751608497666,-0.6665644529161159,-0.5220060627130207
Sonny,Challenger,66.7%,18,0.1739776197506595,1.1203571789567162,-0.5162513356217882,-0.6547802496704781,-0.5268301765721235
usherא,Prospect,56.3%,16,-0.9001765490438991,0.125354795577791,-0.476392502847422,-0.897596126558388,-0.5358678434513552
PCMcD,Challenger,52.7%,55,0.008281154978225094,-0.3788256183951379,-0.2083606899714017,1.0576684521619335,-0.5472840132631577
SUP3RSoN1K,Prospect,60.4%,48,0.07165962307493438,1.3579208458018066,0.39229366405888927,-0.4887973625178997,-0.607473039068397
Stero,RisingStar,58.3%,12,0.6206807429296048,-0.7359581418254925,-0.6568925893231777,0.464909652265113,-0.6240679785784787
Derreck,RisingStar,18.2%,11,-1.248763811035144,-0.13925075381743862,-0.6696708012552329,-0.5500466258045975,-0.687881263649897
ctnivlac,Challenger,41.2%,17,0.22612084515771583,-0.2669429861310599,0.6700830487849785,-0.27030697341621557,-0.6895206839489137
WaffleS,RisingStar,0.0%,3,-2.3141322779988007,-2.0624587286689726,-1.5635923275981205,1.9711180683551843,-0.6922302429019228
Schmorky,Challenger,60.0%,5,0.37950790301857396,0.06385993744885506,-0.4565864938874023,-0.4717473371627985,-0.7072824230314914
Slip,Premier,47.4%,57,-0.06974242446729612,1.14628081501105,-0.11699721436028454,-0.4845791815423691,-0.7092587372733206
SleevelessKen,Prospect,30.2%,43,-0.9692128573609954,-0.9673834709391091,-1.2377160973877235,-0.7929979364729736,-0.7274829738111874
Annexed,RisingStar,40.0%,10,-0.7806711429582367,-0.881861381523701,-1.3143046066156854,-0.7452318018575049,-0.7295607247703962
Blakester,RisingStar,64.9%,57,0.8747084697067335,0.9554382326115651,0.2837296182018482,-0.20822007319413038,-0.7507802851844662
ken.,Challenger,46.2%,13,0.34836633548764234,0.7278400933291167,0.12196406293354006,-0.49415291757841023,-0.7953922087327494
beff,Prospect,70.0%,20,0.8830278488859453,0.02459459032688642,0.43759603019236115,0.44732750522664644,-0.7986800091876812
end,RisingStar,72.0%,50,2.484850801407655,1.075755201533071,2.3332702643354875,-0.16293880935567998,-0.804256598397772
Pops,RisingStar,72.0%,50,-0.3196142569312744,1.1490716040421514,-0.292608268977249,-0.6091360796041907,-0.804256598397772
Zer0Vibes,Premier,40.0%,5,-0.3561130418455314,-1.5786423817680633,-1.3330206870656847,-0.432704825654567,-0.8118146528087973
Blahdat,Challenger,55.6%,9,-0.23580188341468644,0.5018471029940292,0.4489052056044691,-1.1958195662819744,-0.8306956033885483
